1,5,5,74,141
1,5,5,74,141
1,1,5,42,141
1,3,5,94,141
1,1,5,42,141
1,5,5,76,141
1,3,5,94,141
1,1,5,42,141
1,5,5,10,141
1,1,5,42,141
1,5,5,76,141
1,5,5,10,141
1,5,5,74,141
1,5,5,76,141
1,1,5,42,141
1,5,5,76,141
1,5,5,74,141
1,1,5,42,141
1,5,5,76,141
1,5,5,10,141
2,5,5,115,141
2,5,5,74,141
2,5,5,115,141
2,5,5,92,141
2,5,5,76,141
2,5,5,74,141
2,5,5,51,141
2,5,5,51,141
2,5,5,92,141
2,5,5,101,141
2,5,5,115,141
2,5,5,119,141
2,5,5,119,141
2,5,5,107,141
2,5,5,115,141
2,5,5,107,141
2,5,5,101,141
2,5,5,92,141
2,3,5,110,141
2,5,5,92,141
3,5,5,125,141
3,5,5,117,141
3,5,5,119,141
3,5,5,119,141
3,5,5,119,141
3,5,5,92,141
3,5,5,135,141
3,5,5,117,141
3,5,5,135,141
3,5,5,119,141
3,5,5,117,141
3,5,5,92,141
3,5,5,123,141
3,5,5,92,141
3,5,5,123,141
3,5,5,117,141
3,5,5,123,141
3,5,5,133,141
3,5,5,117,141
3,5,5,123,141
4,5,5,135,141
4,5,5,141,141
4,5,5,133,141
4,5,5,125,141
4,5,5,123,141
4,5,5,135,141
4,5,5,141,141
4,5,5,141,141
4,5,5,123,141
4,5,5,141,141
4,5,5,123,141
4,5,5,141,141
4,5,5,133,141
4,5,5,133,141
4,5,5,125,141
4,5,5,135,141
4,5,5,141,141
4,5,5,123,141
4,5,5,135,141
4,5,5,123,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
5,5,5,141,141
